"","V1","V2"
"1513",1,0.05
"1514",1,1.3
"1515",1,0.55
"1516",1,1.6
"1517",1,0.7
"1518",1,0.65
"1519",1,0.4
"1520",1,1.6
"1521",1,1.2
"1522",1,1.9
"1523",1,1.55
"1524",1,0.35
"1525",1,0.3
"1526",1,1.2
"1527",1,1.15
"1528",1,1.4
"1529",1,0.5
"1530",1,0.7
"1531",1,1
"1532",1,1.1
"1533",1,0.85
"1534",1,0.55
"1535",1,1.75
"1536",1,1.6
"1537",1,0.95
"1538",1,0.7
"1539",1,1.7
"1540",1,0.6
"1541",1,0.15
"1542",1,0.35
"1543",1,1.65
"1544",1,1.55
"1545",1,1.6
"1546",1,0.15
"1547",1,1.1
"1548",1,0.7
"1549",1,0.75
"1550",1,0.85
"1551",1,0.25
"1552",1,0.7
"1553",1,0.35
"1554",1,0.25
"1555",1,0.2
"1556",1,2
"1557",1,0.8
"1558",1,0.65
"1559",1,1.45
"1560",1,1.95
"1561",1,0.1
"1562",1,1.15
"1563",1,0.4
"1564",1,0.65
"1565",1,0.45
"1566",1,2
"1567",1,1.55
"1568",1,0.7
"1569",1,0.75
"1570",1,1.45
"1571",1,1.05
"1572",1,0.05
"1573",1,1.6
"1574",1,1.1
"1575",1,1.35
"1576",1,1.35
"1577",1,0.85
"1578",1,1.85
"1579",1,0.7
"1580",1,0.75
"1581",1,1.85
"1582",1,0.5
"1583",1,0.1
"1584",1,1.45
"1585",1,0.65
"1586",1,1.9
"1587",1,1.7
"1588",1,0.55
"1589",1,1.5
"1590",1,1.1
"1591",1,0.2
"1592",1,0.5
"1593",1,1.05
"1594",1,1.5
"1595",1,1.3
"1596",1,0.3
"1597",1,2
"1598",1,2
"1599",1,1.3
"1600",1,0.25
"1601",1,0.25
"1602",1,1.9
"1603",1,0.85
"1604",1,1.55
"1605",1,0.2
"1606",1,1.15
"1607",1,0.65
"1608",1,1.75
"1609",1,0.8
"1610",1,1.95
"1611",1,1.45
"1612",1,1.95
"1613",1,0.15
"1614",1,0.2
"1615",1,0.85
"1616",1,0.6
"1617",1,1.35
"1618",1,0.8
"1619",1,1.65
"1620",1,0.85
"1621",1,1.6
"1622",1,0.9
"1623",1,1.55
"1624",1,0.45
"1625",1,1.6
"1626",1,1.8
"1627",1,1.85
"1628",1,1.95
"1629",1,2
"1630",1,0.25
"1631",1,0.15
"1632",1,0.5
"1633",1,1.75
"1634",1,0.5
"1635",1,0.2
"1636",1,1.55
"1637",1,0.75
"1638",1,0.8
"1639",1,0.55
"1640",1,1.85
"1641",1,0.35
"1642",1,1.1
"1643",1,1.6
"1644",1,0.9
"1645",1,1.8
"1646",1,1.8
"1647",1,0.8
"1648",1,1.1
"1649",1,1.35
"1650",1,1
"1651",1,1.9
"1652",1,1.8
"1653",1,0.6
"1654",1,0.85
"1655",1,1.35
"1656",1,0.25
"1657",1,1.15
"1658",1,1.75
"1659",1,0.25
"1660",1,0.25
"1661",1,0.05
"1662",1,1.5
"1663",1,1
"1664",1,0.6
"1665",1,0.45
"1666",1,1.25
"1667",1,1.5
"1668",1,1.5
"1669",1,1.6
"1670",1,1.45
"1671",1,0.95
"1672",1,1.85
"1673",1,0.8
"1674",1,0.1
"1675",1,1.05
"1676",1,1.4
"1677",1,0.4
"1678",1,0.9
"1679",1,0.3
"1680",1,1.55
"1681",1,1.75
"1682",1,1.5
"1683",1,1.2
"1684",1,1.25
"1685",1,0.4
"1686",1,0.2
"1687",1,0.6
"1688",1,1.35
"1689",1,0.1
"1690",1,0.45
"1691",1,1.45
"1692",1,1.3
"1693",1,0.95
"1694",1,1.05
"1695",1,1.25
"1696",1,1.75
"1697",1,0.95
"1698",1,0.55
"1699",1,0.45
"1700",1,0.1
"1701",1,1.1
"1702",1,1.85
"1703",1,0.4
"1704",1,1.95
"1705",1,0.2
"1706",1,1.1
"1707",1,1.45
"1708",1,0.95
"1709",1,1.15
"1710",1,1.2
"1711",1,0.65
"1712",1,0.65
"1713",1,1.25
"1714",1,1.4
"1715",1,1.25
"1716",1,1.4
"1717",1,1
"1718",1,0.6
"1719",1,1.75
"1720",1,0.85
"1721",1,0.2
"1722",1,1.95
"1723",1,2
"1724",1,0.7
"1725",1,1.85
"1726",1,2
"1727",1,0.55
"1728",1,1.55
"1729",1,1.35
"1730",1,2
"1731",1,1.9
"1732",1,1.3
"1733",1,0.65
"1734",1,1.8
"1735",1,0.05
"1736",1,1.8
"1737",1,0.1
"1738",1,1.8
"1739",1,1.55
"1740",1,2
"1741",1,0.45
"1742",1,0.4
"1743",1,0.05
"1744",1,1.5
"1745",1,0.3
"1746",1,0.1
"1747",1,0.25
"1748",1,2
"1749",1,1.8
"1750",1,0.95
"1751",1,1
"1752",1,1
"1753",1,0.3
"1754",1,0.55
"1755",1,0.65
"1756",1,0.25
"1757",1,0.65
"1758",1,0.95
"1759",1,1.4
"1760",1,1.3
"1761",1,1.9
"1762",1,1
"1763",1,0.75
"1764",1,1.45
"1765",1,0.65
"1766",1,0.9
"1767",1,1.4
"1768",1,1.95
"1769",1,0.7
"1770",1,0.1
"1771",1,1.15
"1772",1,1.4
"1773",1,0.7
"1774",1,0.05
"1775",1,1.7
"1776",1,1.05
"1777",1,1.85
"1778",1,0.15
"1779",1,1.7
"1780",1,0.65
"1781",1,1.1
"1782",1,1.15
"1783",1,0.5
"1784",1,1.9
"1785",1,1.95
"1786",1,0.2
"1787",1,0.8
"1788",1,1.4
"1789",1,1.6
"1790",1,1.95
"1791",1,1.25
"1792",1,1.2
"1793",1,0.5
"1794",1,0.3
"1795",1,1.3
"1796",1,0.9
"1797",1,0.85
"1798",1,0.75
"1799",1,0.75
"1800",1,0.75
"1801",1,0.1
"1802",1,1
"1803",1,0.75
"1804",1,1.45
"1805",1,0.6
"1806",1,0.25
"1807",1,0.6
"1808",1,1.2
"1809",1,0.9
"1810",1,1.7
"1811",1,1.8
"1812",1,0.55
"1813",1,2
"1814",1,0.25
"1815",1,0.05
"1816",1,1.5
"1817",1,0.15
"1818",1,1.8
"1819",1,0.4
"1820",1,0.1
"1821",1,1.95
"1822",1,0.45
"1823",1,1.8
"1824",1,0.15
"1825",1,1.9
"1826",1,1.75
"1827",1,1.55
"1828",1,1.35
"1829",1,0.85
"1830",1,0.85
"1831",1,1.1
"1832",1,1.55
"1833",1,1.1
"1834",1,1.35
"1835",1,0.35
"1836",1,0.8
"1837",1,0.45
"1838",1,1.4
"1839",1,0.35
"1840",1,1.95
"1841",1,0.7
"1842",1,0.5
"1843",1,1.55
"1844",1,2
"1845",1,0.7
"1846",1,1.85
"1847",1,1.3
"1848",1,1.5
"1849",1,1.9
"1850",1,1.25
"1851",1,1.05
"1852",1,1.7
"1853",1,1.65
"1854",1,1.05
"1855",1,1.1
"1856",1,0.85
"1857",1,1.2
"1858",1,1.95
"1859",1,0.1
"1860",1,0.55
"1861",1,1
"1862",1,0.05
"1863",1,0.85
"1864",1,1.15
"1865",1,0.3
"1866",1,0.7
"1867",1,0.6
"1868",1,1
"1869",1,0.5
"1870",1,1.3
"1871",1,1.9
"1872",1,1.35
"1873",1,0.45
"1874",1,1.55
"1875",1,0.05
"1876",1,0.9
"1877",1,1.9
"1878",1,0.8
"1879",1,1.65
"1880",1,2
"1881",1,1.25
"1882",1,0.1
"1883",1,1.25
"1884",1,1.85
"1885",1,0.45
"1886",1,1.85
"1887",1,0.3
"1888",1,0.85
"1889",1,1.7
"1890",1,0.8
"1891",1,0.55
"1892",1,1.55
"1893",1,0.3
"1894",1,1.55
"1895",1,0.25
"1896",1,0.8
"1897",1,1.75
"1898",1,0.6
"1899",1,0.55
"1900",1,1.75
"1901",1,1.9
"1902",1,0.5
"1903",1,0.6
"1904",1,0.7
"1905",1,1.6
"1906",1,1.6
"1907",1,0.3
"1908",1,0.2
"1909",1,1.9
"1910",1,1.7
"1911",1,1.8
"1912",1,0.05
"1913",1,1.65
"1914",1,0.3
"1915",1,1.55
"1916",1,1.85
"1917",1,1.75
"1918",1,1.95
"1919",1,0.45
"1920",1,0.1
"1921",1,0.6
"1922",1,0.5
"1923",1,0.25
"1924",1,1.45
"1925",1,1.45
"1926",1,1.65
"1927",1,0.8
"1928",1,1.6
"1929",1,1.7
"1930",1,0.85
"1931",1,1.25
"1932",1,1.25
"1933",1,0.45
"1934",1,0.7
"1935",1,1.65
"1936",1,0.8
"1937",1,1.75
"1938",1,1.6
"1939",1,0.9
"1940",1,0.2
"1941",1,0.4
"1942",1,1.35
"1943",1,0.7
"1944",1,1.25
"1945",1,1.2
"1946",1,0.3
"1947",1,1.4
"1948",1,1.3
"1949",1,1.8
"1950",1,0.3
"1951",1,1.45
"1952",1,0.9
"1953",1,0.65
"1954",1,1.2
"1955",1,0.1
"1956",1,0.25
"1957",1,0.45
"1958",1,1
"1959",1,0.25
"1960",1,0.15
"1961",1,0.1
"1962",1,1.05
"1963",1,1.35
"1964",1,0.65
"1965",1,1.4
"1966",1,1.5
"1967",1,0.05
"1968",1,0.5
"1969",1,0.45
"1970",1,1.75
"1971",1,0.1
"1972",1,1.85
"1973",1,1.6
"1974",1,1.4
"1975",1,0.4
"1976",1,1.05
"1977",1,0.2
"1978",1,0.1
"1979",1,1.65
"1980",1,0.95
"1981",1,0.9
"1982",1,0.7
"1983",1,0.35
"1984",1,0.3
"1985",1,1.8
"1986",1,1.25
"1987",1,0.25
"1988",1,0.2
"1989",1,1.5
"1990",1,0.8
"1991",1,1.1
"1992",1,1.2
"1993",1,1.6
"1994",1,0.55
"1995",1,0.25
"1996",1,0.7
"1997",1,1.95
"1998",1,0.55
"1999",1,1.5
"2000",1,0.65
"2001",1,0.4
"2002",1,1.55
"2003",1,0.4
"2004",1,1.3
"2005",1,1.7
"2006",1,0.95
"2007",1,0.45
"2008",1,1.2
"2009",1,2
"2010",1,1.4
"2011",1,1.4
"2012",1,1.95
"2013",1,0.25
"2014",1,1.1
"2015",1,1.95
"2016",1,1.7
"2017",1,0.4
"2018",1,1.25
"2019",1,0.9
"2020",1,0.6
"2021",1,1.5
"2022",1,0.3
"2023",1,1.95
"2024",1,0.8
"2025",1,0.4
"2026",1,0.5
"2027",1,0.7
"2028",1,1.45
"2029",1,0.95
"2030",1,0.4
"2031",1,0.05
"2032",1,0.8
"2033",1,1.55
"2034",1,0.2
"2035",1,1.75
"2036",1,0.5
"2037",1,0.65
"2038",1,0.15
"2039",1,1.55
"2040",1,0.9
"2041",1,1.8
"2042",1,0.75
"2043",1,1.95
"2044",1,0.15
"2045",1,1.45
"2046",1,1.1
"2047",1,0.25
"2048",1,1
"2049",1,1.8
"2050",1,0.1
"2051",1,1.2
"2052",1,0.45
"2053",1,0.55
"2054",1,1.3
"2055",1,0.25
"2056",1,0.65
"2057",1,0.9
"2058",1,0.45
"2059",1,0.85
"2060",1,1.5
"2061",1,0.4
"2062",1,1
"2063",1,1.05
"2064",1,0.9
"2065",1,1.35
"2066",1,0.95
"2067",1,0.8
"2068",1,1.15
"2069",1,2
"2070",1,1.5
"2071",1,0.3
"2072",1,0.9
"2073",1,2
"2074",1,0.7
"2075",1,0.2
"2076",1,0.25
"2077",1,1
"2078",1,2
"2079",1,1.05
"2080",1,1.6
"2081",1,0.95
"2082",1,1.1
"2083",1,1.45
"2084",1,1.8
"2085",1,1.3
"2086",1,2
"2087",1,1.5
"2088",1,1
"2089",1,1.65
"2090",1,0.9
"2091",1,0.5
"2092",1,0.9
"2093",1,1.65
"2094",1,0.6
"2095",1,0.8
"2096",1,1.45
"2097",1,1.05
"2098",1,0.95
"2099",1,1.95
"2100",1,1.5
"2101",1,1.6
"2102",1,1.6
"2103",1,0.95
"2104",1,0.15
"2105",1,0.95
"2106",1,0.9
"2107",1,0.9
"2108",1,0.05
"2109",1,0.6
"2110",1,0.65
"2111",1,1.2
"2112",1,1.55
"2113",1,1.5
"2114",1,1.65
"2115",1,1.3
"2116",1,1.05
"2117",1,1.95
"2118",1,1.2
"2119",1,1.2
"2120",1,0.8
"2121",1,1
"2122",1,1.75
"2123",1,0.65
"2124",1,1.05
"2125",1,1
"2126",1,1.05
"2127",1,1.5
"2128",1,0.05
"2129",1,1.4
"2130",1,1.25
"2131",1,0.6
"2132",1,0.15
"2133",1,0.1
"2134",1,0.1
"2135",1,1.1
"2136",1,1.15
"2137",1,1.6
"2138",1,0.45
"2139",1,0.65
"2140",1,1.45
"2141",1,0.65
"2142",1,0.55
"2143",1,1.4
"2144",1,0.2
"2145",1,1.1
"2146",1,0.5
"2147",1,1.5
"2148",1,1.15
"2149",1,0.25
"2150",1,1.65
"2151",1,1.15
"2152",1,1.1
"2153",1,1.85
"2154",1,1.85
"2155",1,1.9
"2156",1,1.05
"2157",1,0.9
"2158",1,0.15
"2159",1,0.4
"2160",1,0.65
"2161",1,1.45
"2162",1,1
"2163",1,0.05
"2164",1,1.2
"2165",1,1.35
"2166",1,1.9
"2167",1,1.5
"2168",1,0.8
"2169",1,0.1
"2170",1,1.05
"2171",1,2
"2172",1,1.2
"2173",1,2
"2174",1,1
"2175",1,0.2
"2176",1,1
"2177",1,1.75
"2178",1,0.75
"2179",1,0.85
"2180",1,1.55
"2181",1,0.35
"2182",1,0.9
"2183",1,0.65
"2184",1,0.8
"2185",1,0.95
"2186",1,1.05
"2187",1,0.1
"2188",1,1
"2189",1,0.5
"2190",1,0.75
"2191",1,0.2
"2192",1,0.45
"2193",1,1.85
"2194",1,1.15
"2195",1,1
"2196",1,0.6
"2197",1,1.85
"2198",1,0.85
"2199",1,0.1
"2200",1,1.65
"2201",1,0.7
"2202",1,1.7
"2203",1,0.05
"2204",1,0.9
"2205",1,0.05
"2206",1,0.85
"2207",1,0.2
"2208",1,1.35
"2209",1,1.25
"2210",1,0.9
"2211",1,0.4
"2212",1,1.8
"2213",1,1.95
"2214",1,1.95
"2215",1,0.3
"2216",1,1.8
"2217",1,0.25
"2218",1,1.9
"2219",1,0.8
"2220",1,1.05
"2221",1,1.8
"2222",1,0.35
"2223",1,0.7
"2224",1,1.6
"2225",1,0.15
"2226",1,1.65
"2227",1,1.1
"2228",1,1.35
"2229",1,1.95
"2230",1,0.5
"2231",1,0.95
"2232",1,1.35
"2233",1,1.7
"2234",1,0.05
"2235",1,0.6
"2236",1,0.9
"2237",1,1.6
"2238",1,0.5
"2239",1,0.8
"2240",1,1.6
"2241",1,0.45
"2242",1,0.1
"2243",1,0.9
"2244",1,0.4
"2245",1,1.65
"2246",1,1
"2247",1,1.4
"2248",1,1.6
"2249",1,1.95
"2250",1,0.55
"2251",1,1.55
"2252",1,0.95
"2253",1,1.35
"2254",1,1.35
"2255",1,1.4
"2256",1,0.8
"2257",1,1.2
"2258",1,0.4
"2259",1,0.65
"2260",1,1.95
"2261",1,1.9
"2262",1,1.6
"2263",1,0.55
"2264",1,0.95
"2265",1,0.6
"2266",1,1.7
"2267",1,1.05
"2268",1,0.5
"2269",1,1
"2270",1,0.35
"2271",1,1.55
"2272",1,0.65
"2273",1,1.15
"2274",1,1.6
"2275",1,1.05
"2276",1,1.7
"2277",1,0.5
"2278",1,0.85
"2279",1,1.15
"2280",1,0.6
"2281",1,1.7
"2282",1,0.55
"2283",1,0.1
"2284",1,1.1
"2285",1,1.9
"2286",1,1
"2287",1,1.5
"2288",1,0.7
"2289",1,1.4
"2290",1,0.65
"2291",1,1.75
"2292",1,0.95
"2293",1,0.75
"2294",1,1.7
"2295",1,1.9
"2296",1,1.25
"2297",1,1.75
"2298",1,1.35
"2299",1,1.5
"2300",1,1.05
"2301",1,0.35
"2302",1,1.1
"2303",1,0.8
"2304",1,1.6
"2305",1,0.25
"2306",1,0.6
"2307",1,0.15
"2308",1,1.2
"2309",1,0.75
"2310",1,0.75
"2311",1,0.3
"2312",1,1.7
"2313",1,1
"2314",1,1.5
"2315",1,1.55
"2316",1,0.95
"2317",1,0.85
"2318",1,0.35
"2319",1,0.65
"2320",1,0.95
"2321",1,0.25
"2322",1,0.5
"2323",1,0.3
"2324",1,0.15
"2325",1,0.05
"2326",1,1.55
"2327",1,1.8
"2328",1,1.4
"2329",1,1.4
"2330",1,0.35
"2331",1,1.65
"2332",1,0.4
"2333",1,1.25
"2334",1,1.95
"2335",1,1.05
"2336",1,1.2
"2337",1,0.75
"2338",1,1.15
"2339",1,1.5
"2340",1,1.05
"2341",1,0.05
"2342",1,0.1
"2343",1,1.35
"2344",1,1.2
"2345",1,0.7
"2346",1,0.95
"2347",1,0.35
"2348",1,1.2
"2349",1,0.65
"2350",1,1.7
"2351",1,1.55
"2352",1,1.75
"2353",1,0.35
"2354",1,0.5
"2355",1,1.1
"2356",1,1.95
"2357",1,1.6
"2358",1,1.85
"2359",1,0.9
"2360",1,1.15
"2361",1,1.25
"2362",1,1.5
"2363",1,1.25
"2364",1,1.75
"2365",1,1.8
"2366",1,0.6
"2367",1,0.05
"2368",1,1
"2369",1,1.55
"2370",1,1.4
"2371",1,0.15
"2372",1,0.7
"2373",1,0.75
"2374",1,2
"2375",1,1.05
"2376",1,0.9
"2377",1,0.1
"2378",1,1.7
"2379",1,1.35
"2380",1,0.65
"2381",1,0.9
"2382",1,0.9
"2383",1,1.6
"2384",1,1.05
"2385",1,1.65
"2386",1,0.3
"2387",1,1.9
"2388",1,1.6
"2389",1,0.15
"2390",1,0.6
"2391",1,0.25
"2392",1,1.4
"2393",1,1.9
"2394",1,0.4
"2395",1,1.8
"2396",1,1.2
"2397",1,0.15
"2398",1,1.85
"2399",1,0.65
"2400",1,0.8
"2401",1,0.6
"2402",1,1.35
"2403",1,1.75
"2404",1,0.6
"2405",1,0.7
"2406",1,1.4
"2407",1,1.4
"2408",1,0.9
"2409",1,0.15
"2410",1,1.85
"2411",1,1.1
"2412",1,1.9
"2413",1,0.05
"2414",1,0.25
"2415",1,1.3
"2416",1,1.15
"2417",1,1.4
"2418",1,0.7
"2419",1,1.25
"2420",1,0.95
"2421",1,1.65
"2422",1,1.85
"2423",1,1.95
"2424",1,0.75
"2425",1,0.35
"2426",1,0.1
"2427",1,1.7
"2428",1,0.45
"2429",1,1.9
"2430",1,1.15
"2431",1,1.85
"2432",1,0.65
"2433",1,1.3
"2434",1,1.65
"2435",1,1.2
"2436",1,1
"2437",1,0.3
"2438",1,0.4
"2439",1,0.95
"2440",1,0.55
"2441",1,2
"2442",1,0.8
"2443",1,1.25
"2444",1,1.2
"2445",1,0.25
"2446",1,0.2
"2447",1,0.6
"2448",1,1.55
"2449",1,0.4
"2450",1,1.6
"2451",1,0.25
"2452",1,0.4
"2453",1,1.75
"2454",1,0.95
"2455",1,0.2
"2456",1,1.6
"2457",1,0.4
"2458",1,0.65
"2459",1,1.8
"2460",1,1.7
"2461",1,1.65
"2462",1,1.65
"2463",1,2
"2464",1,1.55
"2465",1,1.1
"2466",1,1.4
"2467",1,1.6
"2468",1,0.35
"2469",1,1.25
"2470",1,1.45
"2471",1,1.15
"2472",1,1.8
"2473",1,0.8
"2474",1,2
"2475",1,0.9
"2476",1,1.4
"2477",1,1.25
"2478",1,1.55
"2479",1,1.45
"2480",1,1.05
"2481",1,1.35
"2482",1,0.9
"2483",1,1.25
"2484",1,0.45
"2485",1,1
"2486",1,1.8
"2487",1,1.8
"2488",1,0.3
"2489",1,0.95
"2490",1,1.6
"2491",1,1.45
"2492",1,0.75
"2493",1,1.05
"2494",1,0.3
"2495",1,1.1
"2496",1,0.65
"2497",1,1.45
"2498",1,0.9
"2499",1,1.1
"2500",1,0.05
"2501",1,1.55
"2502",1,0.95
"2503",1,1.45
"2504",1,1.3
"2505",1,0.2
"2506",1,1.65
"2507",1,0.75
"2508",1,0.25
"2509",1,0.65
"2510",1,1.3
"2511",1,0.7
"2512",1,1.9
"2513",1,1.8
"2514",1,1.05
"2515",1,0.55
"2516",1,0.15
"2517",1,1.45
"2518",1,0.95
"2519",1,2
"2520",1,0.05
"2521",1,0.55
"2522",1,1.2
"2523",1,1.9
"2524",1,1.05
"2525",1,0.8
"2526",1,0.6
"2527",1,0.55
"2528",1,1.55
"2529",1,1.1
"2530",1,0.95
"2531",1,1.85
"2532",1,1
"2533",1,1.55
"2534",1,0.3
"2535",1,0.05
"2536",1,1.2
"2537",1,1.55
"2538",1,0.3
"2539",1,0.35
"2540",1,1.25
"2541",1,1.15
"2542",1,0.7
"2543",1,0.1
"2544",1,0.5
"2545",1,1.7
"2546",1,0.05
"2547",1,0.05
"2548",1,0.3
"2549",1,0.55
"2550",1,0.5
"2551",1,1
"2552",1,0.75
"2553",1,1.2
"2554",1,1.25
"2555",1,1.1
"2556",1,1.2
"2557",1,1.3
"2558",1,0.8
"2559",1,1.9
"2560",1,1.75
"2561",1,0.55
"2562",1,0.05
"2563",1,1.4
"2564",1,1.45
"2565",1,0.45
"2566",1,1.5
"2567",1,1.45
"2568",1,1.15
"2569",1,1.95
"2570",1,1.35
"2571",1,0.2
"2572",1,0.9
"2573",1,1.95
"2574",1,1.05
"2575",1,0.8
"2576",1,1.1
"2577",1,1.8
"2578",1,1.9
"2579",1,0.6
"2580",1,0.5
"2581",1,1.35
"2582",1,0.2
"2583",1,1.8
"2584",1,1.6
"2585",1,0.7
"2586",1,0.2
"2587",1,0.3
"2588",1,1.15
"2589",1,0.15
"2590",1,0.55
"2591",1,0.25
"2592",1,0.9
"2593",1,1.1
"2594",1,0.2
"2595",1,1.3
"2596",1,1.1
"2597",1,0.7
"2598",1,0.25
"2599",1,0.85
"2600",1,0.1
"2601",1,1
"2602",1,0.75
"2603",1,1.4
"2604",1,0.2
"2605",1,0.9
"2606",1,1.3
"2607",1,0.45
"2608",1,1.45
"2609",1,0.2
"2610",1,1.1
"2611",1,1.9
"2612",1,0.2
"2613",1,0.05
"2614",1,1.65
"2615",1,0.8
"2616",1,0.4
"2617",1,0.25
"2618",1,0.25
"2619",1,1
"2620",1,0.6
"2621",1,0.4
"2622",1,0.9
"2623",1,1.7
"2624",1,0.25
"2625",1,0.15
"2626",1,1.45
"2627",1,1.95
"2628",1,0.6
"2629",1,0.95
"2630",1,1.4
"2631",1,1.7
"2632",1,1.4
"2633",1,0.55
"2634",1,1.05
"2635",1,0.9
"2636",1,1
"2637",1,1.9
"2638",1,1.25
"2639",1,1.15
"2640",1,1.05
"2641",1,1.55
"2642",1,1.4
"2643",1,1.35
"2644",1,1.85
"2645",1,0.15
"2646",1,0.3
"2647",1,0.2
"2648",1,0.65
"2649",1,0.25
"2650",1,1.7
"2651",1,0.35
"2652",1,1.05
"2653",1,1.45
"2654",1,0.8
"2655",1,0.4
"2656",1,1.8
"2657",1,0.5
"2658",1,1.3
"2659",1,0.5
"2660",1,0.75
"2661",1,1.5
"2662",1,0.4
"2663",1,0.6
"2664",1,1.4
"2665",1,1.6
"2666",1,0.2
"2667",1,1.95
"2668",1,1.75
"2669",1,1.5
"2670",1,0.2
"2671",1,1.6
"2672",1,1.8
"2673",1,0.55
"2674",1,0.8
"2675",1,1.75
"2676",1,1.5
"2677",1,0.45
"2678",1,0.15
"2679",1,0.9
"2680",1,0.05
"2681",1,1.3
"2682",1,0.45
"2683",1,1.55
"2684",1,1.9
"2685",1,0.2
"2686",1,2
"2687",1,1.3
"2688",1,0.7
"2689",1,1.55
"2690",1,0.95
"2691",1,1.3
"2692",1,1.95
"2693",1,0.15
"2694",1,1.9
"2695",1,0.65
"2696",1,1.65
"2697",1,0.7
"2698",1,1.3
"2699",1,0.1
"2700",1,1.85
"2701",1,1.75
"2702",1,0.3
"2703",1,0.75
"2704",1,0.95
"2705",1,1.8
"2706",1,0.85
"2707",1,0.8
"2708",1,0.25
"2709",1,1.85
"2710",1,2
"2711",1,1.55
"2712",1,0.7
"2713",1,1.55
"2714",1,1.15
"2715",1,1.5
"2716",1,1.1
"2717",1,1.75
"2718",1,1.75
"2719",1,1.75
"2720",1,0.6
"2721",1,2
"2722",1,0.95
"2723",1,1.4
"2724",1,0.95
"2725",1,1.35
"2726",1,1.15
"2727",1,1.25
"2728",1,0.4
"2729",1,1.85
"2730",1,1.5
"2731",1,0.55
"2732",1,1.75
"2733",1,0.8
"2734",1,1.7
"2735",1,1.65
"2736",1,1.85
"2737",1,0.5
"2738",1,0.65
"2739",1,1.5
"2740",1,1.45
"2741",1,0.85
"2742",1,0.55
"2743",1,1
"2744",1,0.5
"2745",1,0.35
"2746",1,0.7
"2747",1,1.95
"2748",1,0.6
"2749",1,0.85
"2750",1,1.45
"2751",1,2
"2752",1,0.75
"2753",1,1.35
"2754",1,0.5
"2755",1,0.85
"2756",1,0.8
"2757",1,1.8
"2758",1,0.7
"2759",1,0.35
"2760",1,0.6
"2761",1,0.75
"2762",1,1.35
"2763",1,1.75
"2764",1,0.25
"2765",1,1.75
"2766",1,1.55
"2767",1,0.75
"2768",1,0.75
"2769",1,0.65
"2770",1,1.6
"2771",1,1.1
"2772",1,1.6
"2773",1,0.8
"2774",1,1.7
"2775",1,0.95
"2776",1,0.35
"2777",1,1.9
"2778",1,1.2
"2779",1,0.45
"2780",1,1.05
"2781",1,1.2
"2782",1,0.65
"2783",1,0.3
"2784",1,0.6
"2785",1,0.35
"2786",1,1
"2787",1,1.4
"2788",1,1.1
"2789",1,1.35
"2790",1,1.95
"2791",1,1.3
"2792",1,1.8
"2793",1,1.9
"2794",1,1.2
"2795",1,1.75
"2796",1,1.2
"2797",1,0.55
"2798",1,0.6
"2799",1,0.1
"2800",1,0.9
"2801",1,1
"2802",1,0.2
"2803",1,1.15
"2804",1,1.95
"2805",1,0.75
"2806",1,0.15
"2807",1,0.75
"2808",1,1.3
"2809",1,1.8
"2810",1,1.45
"2811",1,0.35
"2812",1,1.2
"2813",1,0.2
"2814",1,1.5
"2815",1,1.65
"2816",1,0.95
"2817",1,1.5
"2818",1,1.95
"2819",1,0.7
"2820",1,0.45
"2821",1,0.25
"2822",1,0.25
"2823",1,1.2
"2824",1,1.4
"2825",1,1.85
"2826",1,1.05
"2827",1,0.3
"2828",1,1.6
"2829",1,1.8
"2830",1,1.15
"2831",1,1.4
"2832",1,1.25
"2833",1,1.9
"2834",1,1.15
"2835",1,1.95
"2836",1,1.6
"2837",1,0.15
"2838",1,0.45
"2839",1,0.5
"2840",1,0.35
"2841",1,0.75
"2842",1,1.5
"2843",1,0.6
"2844",1,1.15
"2845",1,1.95
"2846",1,0.65
"2847",1,0.3
"2848",1,1.4
"2849",1,1.65
"2850",1,0.85
"2851",1,0.5
"2852",1,1.05
"2853",1,1.05
"2854",1,0.5
"2855",1,0.55
"2856",1,0.4
"2857",1,1.3
"2858",1,1.5
"2859",1,0.05
"2860",1,0.85
"2861",1,0.15
"2862",1,0.1
"2863",1,1.75
"2864",1,0.05
"2865",1,0.7
"2866",1,1.65
"2867",1,1.55
"2868",1,0.55
"2869",1,0.85
"2870",1,1.3
"2871",1,0.25
"2872",1,1.9
"2873",1,0.1
"2874",1,1.8
"2875",1,0.15
"2876",1,1.95
"2877",1,0.25
"2878",1,1.75
"2879",1,0.4
"2880",1,0.9
"2881",1,0.9
"2882",1,0.8
"2883",1,0.9
"2884",1,0.05
"2885",1,0.6
"2886",1,0.35
"2887",1,1.6
"2888",1,0.2
"2889",1,1.25
"2890",1,0.95
"2891",1,1.4
"2892",1,0.2
"2893",1,0.05
"2894",1,1.45
"2895",1,0.8
"2896",1,1.35
"2897",1,2
"2898",1,1.1
"2899",1,1.2
"2900",1,1
"2901",1,0.5
"2902",1,0.6
"2903",1,1.6
"2904",1,1.85
"2905",1,0.85
"2906",1,1.95
"2907",1,1.8
"2908",1,1.95
"2909",1,1.75
"2910",1,0.9
"2911",1,0.7
"2912",1,0.2
"2913",1,0.85
"2914",1,0.4
"2915",1,1.3
"2916",1,1.45
"2917",1,0.25
"2918",1,1.5
"2919",1,0.05
"2920",1,1.25
"2921",1,1.9
"2922",1,1.4
"2923",1,1.25
"2924",1,0.7
