"","V1","V2","V3","V4","V5","V6"
"2079",1,81,3,1.75,2,0.25
"2080",1,142,0,0.8,0,0.7
"2081",1,61,4,1.25,2,1.9
"2082",1,180,1,0.35,1,0.45
"2083",1,139,2,1.15,1,0.7
"2084",1,168,3,1.75,3,1.3
"2085",1,121,1,0.05,0,0.2
"2086",1,154,4,1,3,1.15
"2087",1,97,3,1.2,3,1.85
"2088",1,134,2,1.2,0,0.25
"2089",1,178,2,1.95,4,1.4
"2090",1,195,4,1.4,0,0.15
"2091",1,48,4,0.3,1,0.25
"2092",1,38,4,0.6,1,1
"2093",1,132,4,1.95,0,1
"2094",1,164,3,1.8,2,0.25
"2095",1,196,1,0.4,2,0.45
"2096",1,104,1,0.25,4,1.05
"2097",1,142,1,0.5,1,0.35
"2098",1,49,3,1.15,0,0.1
"2099",1,92,0,0.3,1,0.35
"2100",1,119,4,0.4,1,0.2
"2101",1,70,0,0.45,2,1.7
"2102",1,140,1,0.2,2,0.5
"2103",1,125,0,0.6,1,0.75
"2104",1,110,4,0.8,1,0.65
"2105",1,161,2,0.7,0,0.7
"2106",1,96,2,0.9,4,0.7
"2107",1,60,4,0.9,2,0.45
"2108",1,97,1,0.85,2,1.5
"2109",1,120,1,0.7,2,1.15
"2110",1,4,4,1.9,2,0.6
"2111",1,180,3,1.55,3,1.75
"2112",1,170,4,0.8,3,1.4
"2113",1,30,0,0.05,1,0.5
"2114",1,166,3,1.8,2,1.95
"2115",1,13,3,1.8,1,0.4
"2116",1,194,4,1.95,1,0.2
"2117",1,74,0,0.65,2,1.05
"2118",1,146,0,0.95,1,0.05
"2119",1,121,2,1.65,1,0.3
"2120",1,78,2,0.3,1,0.8
"2121",1,76,4,1.9,2,1.55
"2122",1,18,4,1.3,1,0.6
"2123",1,30,1,0.35,2,0.4
"2124",1,184,1,0.95,1,0.55
"2125",1,102,4,1.1,2,0.35
"2126",1,36,2,1.75,0,0.6
"2127",1,36,4,0.3,1,0.35
"2128",1,172,1,0.1,4,0.8
"2129",1,105,1,0.1,0,0.95
"2130",1,196,4,1.95,0,0.45
"2131",1,56,2,0.9,3,1.45
"2132",1,112,2,1.85,3,1.05
"2133",1,127,0,0.45,3,2
"2134",1,125,1,0.7,0,0.55
"2135",1,188,0,0.4,2,1.05
"2136",1,191,1,0.5,4,1.5
"2137",1,24,2,1.1,2,1.4
"2138",1,116,3,1.65,3,1.75
"2139",1,94,2,0.85,2,1.2
"2140",1,139,4,1.95,4,0.25
"2141",1,23,4,0.55,0,0.35
"2142",1,20,4,0.35,1,0.8
"2143",1,194,3,1.9,0,0.7
"2144",1,38,1,0.3,1,0.1
"2145",1,70,1,0.65,0,0.2
"2146",1,150,1,0.45,1,0.75
"2147",1,90,4,1.2,0,0.9
"2148",1,158,3,1.9,1,0.35
"2149",1,110,2,0.15,2,1.7
"2150",1,142,4,1,2,0.5
"2151",1,143,3,1.6,2,1.1
"2152",1,127,1,0.35,3,1.25
"2153",1,127,0,0.8,0,0.5
"2154",1,9,3,1.7,0,0.55
"2155",1,195,3,1.25,0,1
"2156",1,155,3,1.25,4,0.8
"2157",1,78,4,0.7,2,1.85
"2158",1,146,2,0.8,1,0.7
"2159",1,190,1,0.65,2,0.5
"2160",1,198,1,0.85,3,1.35
"2161",1,91,2,0.95,0,0.2
"2162",1,170,1,0.9,1,0.55
"2163",1,187,1,0.6,2,1.2
"2164",1,193,4,0.75,2,0.75
"2165",1,13,1,0.45,2,1.9
"2166",1,179,1,0.15,1,0.75
"2167",1,153,3,2,3,1.05
"2168",1,187,3,1.9,1,0.8
"2169",1,33,3,2,0,0.25
"2170",1,196,0,0.7,1,0.5
"2171",1,61,1,0.55,2,1.85
"2172",1,164,3,1.8,3,1.7
"2173",1,122,0,0.9,4,1.4
"2174",1,79,4,1.95,0,0.45
"2175",1,199,0,0.8,2,1.9
"2176",1,116,4,1.4,4,1.2
"2177",1,121,1,0.05,2,1.6
"2178",1,101,4,1.45,0,0.65
"2179",1,107,1,0.1,3,1.05
"2180",1,185,4,1,1,0.9
"2181",1,195,2,1.35,3,1.25
"2182",1,65,3,1.7,4,0.9
"2183",1,153,1,0.6,1,0.1
"2184",1,43,0,1,3,1.95
"2185",1,96,2,1.8,4,0.1
"2186",1,116,1,0.75,3,2
"2187",1,24,4,0.8,1,0.05
"2188",1,189,3,1.45,0,0.8
"2189",1,175,3,1.45,0,0.9
"2190",1,73,4,0.25,3,1.6
"2191",1,14,4,1.15,1,0.2
"2192",1,20,3,1.15,1,0.65
"2193",1,159,3,1.9,2,0.65
"2194",1,54,2,1.95,0,0.95
"2195",1,39,0,0.65,2,0.95
"2196",1,192,4,0.8,1,0.35
"2197",1,181,1,0.9,4,0.85
"2198",1,172,4,1.85,0,0.25
"2199",1,19,0,0.5,4,0.2
"2200",1,170,3,1.45,0,0.3
"2201",1,177,3,1.1,3,1.25
"2202",1,116,1,0.8,0,0.5
"2203",1,64,3,1.9,2,1.65
"2204",1,50,4,1.15,0,1
"2205",1,176,0,0.7,0,0.6
"2206",1,45,1,0.7,1,0.75
"2207",1,123,4,0.2,4,0.4
"2208",1,91,3,1.8,0,1
"2209",1,176,3,1.4,1,0.95
"2210",1,15,4,1.6,3,1.95
"2211",1,186,0,0.85,3,1.35
"2212",1,179,3,1.2,4,1.6
"2213",1,10,1,0.4,2,1.1
"2214",1,99,3,1.25,1,0.3
"2215",1,139,0,0.05,2,1.3
"2216",1,47,1,0.15,4,1.8
"2217",1,18,1,0.7,1,1
"2218",1,72,4,0.1,2,1.9
"2219",1,8,1,0.65,3,1.35
"2220",1,61,1,0.8,0,0.3
"2221",1,183,0,1,3,1.9
"2222",1,6,2,0.55,3,1.9
"2223",1,70,3,1.05,2,0.7
"2224",1,102,3,1.45,4,1.1
"2225",1,178,2,0.5,0,0.15
"2226",1,137,0,0.8,0,0.5
"2227",1,91,4,1.55,0,0.15
"2228",1,56,1,0.65,3,1.3
"2229",1,3,3,1.55,1,0.05
"2230",1,159,1,0.4,3,1.35
"2231",1,180,3,1.05,1,0.75
"2232",1,111,0,0.85,2,1.45
"2233",1,101,1,0.85,2,1.55
"2234",1,151,3,1.6,0,0.55
"2235",1,77,4,0.75,1,0.9
"2236",1,102,3,1.95,4,1.75
"2237",1,147,2,1.25,1,0.5
"2238",1,171,0,0.55,1,0.25
"2239",1,110,1,0.4,3,1.95
"2240",1,96,4,0.75,3,1.4
"2241",1,60,0,0.85,2,0.65
"2242",1,28,3,1.85,4,0.8
"2243",1,181,4,0.45,3,1.45
"2244",1,136,4,1.4,2,1.5
"2245",1,84,0,0.15,4,0.4
"2246",1,192,4,0.3,0,0.55
"2247",1,83,2,0.15,2,1.5
"2248",1,48,4,0.3,2,1.3
"2249",1,45,4,1.7,0,0.5
"2250",1,32,2,1.2,0,0.4
"2251",1,140,2,1.9,4,2
"2252",1,60,0,0.05,3,1.8
"2253",1,5,4,1.25,0,0.2
"2254",1,66,4,1.5,2,0.6
"2255",1,111,3,1.9,1,0.25
"2256",1,50,3,1.1,0,0.25
"2257",1,170,0,0.4,4,1
"2258",1,47,3,1.8,3,1.3
"2259",1,118,0,1,3,1.35
"2260",1,45,1,0.05,4,0.7
"2261",1,31,3,1.55,0,0.2
"2262",1,71,0,0.25,2,1.55
"2263",1,44,4,0.4,0,0.75
"2264",1,182,1,0.75,3,1.45
"2265",1,57,1,0.25,0,1
"2266",1,136,1,0.55,4,1.1
"2267",1,149,4,0.7,3,1.95
"2268",1,33,0,0.15,2,0.75
"2269",1,161,1,0.6,0,0.7
"2270",1,117,4,0.55,4,0.5
"2271",1,90,0,0.7,3,1.55
"2272",1,145,2,0.25,3,1.95
"2273",1,145,2,0.85,2,1.6
"2274",1,135,0,0.85,1,0.5
"2275",1,124,4,1.05,0,0.9
"2276",1,75,0,0.6,0,0.4
"2277",1,147,0,0.25,3,1.95
"2278",1,86,1,0.1,4,1.3
"2279",1,6,3,1.2,4,0.3
"2280",1,124,3,1.8,2,0.1
"2281",1,22,4,0.05,2,0.75
"2282",1,193,1,0.5,1,0.8
"2283",1,199,4,0.55,0,0.55
"2284",1,31,1,0.35,4,0.8
"2285",1,106,4,1.3,0,0.95
"2286",1,141,2,1.8,3,1.35
"2287",1,105,3,1.65,2,0.4
"2288",1,10,2,1.6,3,1.5
"2289",1,33,4,0.25,3,1.25
"2290",1,160,0,0.05,2,1.95
"2291",1,196,4,1,1,0.55
"2292",1,12,0,0.9,2,0.7
"2293",1,168,0,0.45,3,1.5
"2294",1,95,0,0.55,0,0.6
"2295",1,131,1,1,3,1.3
"2296",1,167,2,1.65,0,0.2
"2297",1,24,0,0.1,0,0.95
"2298",1,111,1,0.5,4,1.05
"2299",1,32,2,0.45,1,0.45
"2300",1,53,4,1.1,1,1
"2301",1,112,4,1.75,4,0.05
"2302",1,24,1,0.6,2,1.4
"2303",1,66,4,1.4,4,1.8
"2304",1,196,1,0.4,1,0.65
"2305",1,77,2,1.05,1,0.8
"2306",1,80,3,1.05,2,0.9
"2307",1,148,3,1.3,1,0.9
"2308",1,17,1,0.8,2,1.8
"2309",1,2,2,1.15,3,1.75
"2310",1,121,3,1.4,4,0.4
"2311",1,113,2,0.2,1,0.5
"2312",1,86,2,1.1,2,0.3
"2313",1,179,2,1.75,2,1
"2314",1,55,3,1.35,0,0.15
"2315",1,49,4,0.35,1,0.85
"2316",1,57,0,0.95,4,1.6
"2317",1,15,3,1.7,1,1
"2318",1,61,3,1.25,2,0.35
"2319",1,109,1,1,2,1.65
"2320",1,186,4,1.2,0,0.8
"2321",1,62,2,0.7,3,1.8
"2322",1,5,0,0.2,4,0.7
"2323",1,148,3,1.5,1,0.1
"2324",1,165,0,1,1,0.1
"2325",1,68,0,0.35,1,0.8
"2326",1,7,4,0.75,2,1.95
"2327",1,110,0,0.7,0,0.25
"2328",1,192,3,1.3,1,0.25
"2329",1,132,4,0.55,2,1.4
"2330",1,25,1,0.9,0,0.8
"2331",1,71,1,0.15,1,0.25
"2332",1,54,4,1.9,2,1.95
"2333",1,1,2,1.85,4,0.65
"2334",1,34,2,1.8,2,0.9
"2335",1,190,3,1.75,0,0.5
"2336",1,8,3,1.35,4,1.55
"2337",1,69,3,1.7,4,1
"2338",1,46,1,0.3,2,1.9
"2339",1,169,1,0.05,2,0.9
"2340",1,25,1,0.45,2,1.9
"2341",1,28,0,0.65,2,1.65
"2342",1,104,1,0.45,2,0.25
"2343",1,166,0,0.3,2,0.75
"2344",1,62,1,0.8,2,0.75
"2345",1,35,2,1.5,1,1
"2346",1,156,1,0.9,4,1.95
"2347",1,170,4,1.5,2,0.85
"2348",1,46,1,0.3,2,1.35
"2349",1,192,4,0.05,2,1.05
"2350",1,21,0,0.5,4,1.1
"2351",1,95,3,1.25,2,0.2
"2352",1,109,2,0.2,1,0.7
"2353",1,131,1,0.85,4,1.3
"2354",1,67,4,0.4,1,0.35
"2355",1,149,2,0.05,1,0.85
"2356",1,199,4,0.8,4,0.95
"2357",1,79,3,1.5,1,0.95
"2358",1,101,3,1.45,2,0.4
"2359",1,76,4,1.35,2,1.25
"2360",1,16,3,1.5,1,0.65
"2361",1,141,3,1.35,1,0.3
"2362",1,188,3,1.85,2,0.95
"2363",1,80,3,1.45,0,0.7
"2364",1,106,4,0.45,2,0.3
"2365",1,145,0,0.45,4,1.65
"2366",1,170,0,0.6,4,2
"2367",1,124,4,1.45,3,1.15
"2368",1,76,2,1.8,3,1.45
"2369",1,27,3,1.05,1,0.15
"2370",1,78,4,1.65,4,1.85
"2371",1,115,0,0.2,1,0.9
"2372",1,72,1,0.05,2,1
"2373",1,146,1,1,2,0.05
"2374",1,166,1,0.75,3,1.95
"2375",1,6,3,1.95,3,1.05
"2376",1,194,0,1,2,0.05
"2377",1,184,0,0.05,3,1.25
"2378",1,40,0,0.4,4,0.05
"2379",1,121,3,1.1,3,1.7
"2380",1,60,3,1.5,3,1.05
"2381",1,117,3,1.35,2,1.45
"2382",1,24,4,1.05,3,1.5
"2383",1,57,4,0.35,2,1.05
"2384",1,181,2,1.1,4,0.4
"2385",1,92,4,0.2,4,0.9
"2386",1,52,3,1.25,4,1.8
"2387",1,98,2,0.6,4,0.85
"2388",1,46,4,1.1,3,1.2
"2389",1,39,3,1.6,3,1.2
"2390",1,73,2,0.95,4,1
"2391",1,106,4,0.2,3,1.65
"2392",1,121,2,0.2,1,0.35
"2393",1,53,1,0.45,0,0.5
"2394",1,178,4,1,4,0.65
"2395",1,15,1,0.55,2,0.25
"2396",1,61,2,0.1,0,0.2
"2397",1,66,4,0.3,1,0.5
"2398",1,146,2,1.9,4,0.8
"2399",1,87,1,0.35,4,0.7
"2400",1,103,0,0.7,0,0.85
"2401",1,121,4,0.3,4,1.5
"2402",1,99,4,1.75,3,1.2
"2403",1,97,2,1.75,0,0.6
"2404",1,98,3,1.7,0,0.6
"2405",1,172,3,1.6,0,1
"2406",1,60,4,0.55,2,0.1
"2407",1,48,1,0.9,2,1.9
"2408",1,195,2,0.2,0,0.65
"2409",1,183,4,1.95,1,0.95
"2410",1,81,0,0.05,1,0.45
"2411",1,156,1,0.1,3,1.6
"2412",1,49,1,0.6,1,0.7
"2413",1,32,2,1.25,2,1.85
"2414",1,189,1,0.6,2,1
"2415",1,107,3,1.55,4,1.2
"2416",1,146,1,0.95,4,2
"2417",1,74,3,1.45,4,1.8
"2418",1,57,1,0.05,3,1.3
"2419",1,84,3,1.55,2,1.35
"2420",1,93,4,1.15,0,0.25
"2421",1,117,4,0.95,4,0.4
"2422",1,148,0,0.65,4,0.75
"2423",1,162,4,0.45,0,0.65
"2424",1,13,4,1.55,2,0.75
"2425",1,106,1,0.55,0,0.6
"2426",1,85,2,0.65,0,0.35
"2427",1,19,1,0.1,2,1.85
"2428",1,86,3,1.35,1,0.45
"2429",1,47,3,1.9,1,0.35
"2430",1,164,2,1.25,1,0.3
"2431",1,134,2,1.3,3,1.2
"2432",1,194,1,0.15,2,1.75
"2433",1,74,0,0.65,1,0.75
"2434",1,134,1,0.45,4,1.75
"2435",1,7,0,0.1,3,1.75
"2436",1,126,2,0.5,3,1.9
"2437",1,100,0,0.45,1,0.7
"2438",1,134,4,1.2,4,0.15
"2439",1,119,1,0.75,2,1.45
"2440",1,96,0,0.1,4,0.25
"2441",1,77,4,2,2,0.85
"2442",1,39,0,0.65,1,0.65
"2443",1,16,3,1.3,0,0.5
"2444",1,127,4,1.7,2,0.2
"2445",1,87,3,1.6,0,0.65
"2446",1,35,0,0.95,1,0.2
"2447",1,123,3,1.85,0,0.95
"2448",1,42,0,0.2,2,0.4
"2449",1,67,3,2,4,0.9
"2450",1,186,0,0.2,0,0.65
"2451",1,164,2,1.8,2,0.05
"2452",1,61,1,0.5,4,1.2
"2453",1,158,2,1.4,2,0.7
"2454",1,90,2,1.9,1,0.7
"2455",1,153,2,1.3,4,1.1
"2456",1,18,3,1.55,2,1.35
"2457",1,197,4,1.7,4,0.85
"2458",1,154,3,2,0,0.5
"2459",1,159,4,1.6,3,1.9
"2460",1,42,0,0.35,2,1.5
"2461",1,148,3,1.55,1,0.5
"2462",1,20,0,0.65,2,0.65
"2463",1,154,1,0.05,1,0.55
"2464",1,121,3,2,4,0.2
"2465",1,40,0,0.05,0,0.3
"2466",1,142,1,0.45,1,0.2
"2467",1,110,4,1.55,3,1.7
"2468",1,133,2,1.9,4,1.6
"2469",1,83,0,0.7,4,1.05
"2470",1,96,2,0.9,2,0.2
"2471",1,23,1,0.75,0,0.85
"2472",1,163,1,0.9,3,1.25
"2473",1,116,2,1.4,1,0.2
"2474",1,49,0,0.05,4,1.4
"2475",1,182,4,0.75,3,1.3
"2476",1,31,4,1.95,0,0.9
"2477",1,145,2,0.9,0,0.15
"2478",1,89,4,0.5,4,0.1
"2479",1,5,0,0.1,2,1.75
"2480",1,186,1,0.65,1,0.2
"2481",1,43,3,1.45,3,1.15
"2482",1,126,1,0.2,4,1.3
"2483",1,100,2,1,4,0.65
"2484",1,159,0,0.4,4,0.35
"2485",1,9,4,1.95,4,1.2
"2486",1,127,0,0.5,0,0.35
"2487",1,55,1,0.15,4,0.2
"2488",1,63,0,0.8,2,1.65
"2489",1,196,2,0.7,0,0.95
"2490",1,57,2,0.55,1,1
"2491",1,52,1,0.25,1,0.5
"2492",1,78,4,1.7,2,0.45
"2493",1,46,2,0.9,3,1.65
"2494",1,44,0,1,2,1.35
"2495",1,39,1,0.1,4,0.2
"2496",1,182,2,1.1,1,0.55
"2497",1,192,4,2,0,0.8
"2498",1,167,1,0.85,2,1.9
"2499",1,12,4,1.7,2,0.2
"2500",1,18,4,0.85,1,0.65
"2501",1,103,1,1,4,0.3
"2502",1,119,0,0.7,2,0.5
"2503",1,29,4,1.85,2,1.35
"2504",1,109,2,1.05,0,0.9
"2505",1,61,4,1.25,0,0.6
"2506",1,4,2,0.2,4,0.05
"2507",1,149,2,1.3,3,1.95
"2508",1,172,1,0.7,0,0.4
"2509",1,173,1,0.15,4,1.05
"2510",1,154,4,1.1,4,0.45
"2511",1,35,0,0.95,3,1.55
"2512",1,193,4,1.85,4,1.95
"2513",1,98,4,2,1,0.9
"2514",1,12,1,0.65,2,1
"2515",1,167,1,0.95,0,0.4
"2516",1,96,3,1.25,2,1.2
"2517",1,58,1,0.55,2,0.15
"2518",1,143,4,1.15,2,1.8
"2519",1,22,2,1.6,3,1.15
"2520",1,155,2,0.9,1,0.8
"2521",1,16,0,0.05,2,0.55
"2522",1,152,3,1.35,0,0.85
"2523",1,70,0,0.3,4,0.25
"2524",1,113,2,1.2,4,0.65
"2525",1,59,0,1,1,1
"2526",1,55,4,1.4,1,0.85
"2527",1,1,0,0.35,4,1.35
"2528",1,116,4,0.9,4,0.25
"2529",1,34,4,1.8,1,0.7
"2530",1,70,4,0.35,1,0.75
"2531",1,140,0,1,2,1.85
"2532",1,55,2,1.4,1,0.65
"2533",1,112,3,1.85,3,1.8
"2534",1,45,2,1.65,2,1.55
"2535",1,22,1,0.05,1,0.45
"2536",1,183,2,0.4,2,0.7
"2537",1,177,0,0.4,0,0.1
"2538",1,146,4,0.95,3,1.65
"2539",1,86,2,0.1,1,0.85
"2540",1,195,2,0.55,4,1.6
"2541",1,189,0,0.25,3,1.25
"2542",1,80,3,1.7,4,1.9
"2543",1,63,3,1.2,3,1.35
"2544",1,41,2,1.25,2,0.75
"2545",1,4,1,0.85,1,0.65
"2546",1,174,0,0.1,2,0.15
"2547",1,197,2,1.2,2,0.7
"2548",1,10,4,0.05,3,1.65
"2549",1,145,3,1.35,2,0.4
"2550",1,180,4,1.95,4,0.4
"2551",1,199,3,1.3,0,0.35
"2552",1,182,1,0.85,0,0.1
"2553",1,145,4,0.45,3,1.05
"2554",1,45,4,0.45,1,0.2
"2555",1,120,4,1.55,2,0.7
"2556",1,162,4,1.55,0,0.65
"2557",1,34,2,0.15,4,1.1
"2558",1,112,3,1.95,0,0.45
"2559",1,150,0,0.8,2,1.25
"2560",1,90,4,1.4,4,0.8
"2561",1,17,3,1.75,0,0.85
"2562",1,68,0,0.4,0,0.9
"2563",1,155,2,1.9,2,1.55
"2564",1,172,2,0.9,2,1.05
"2565",1,130,4,1.2,1,0.95
"2566",1,145,1,0.6,3,1.75
"2567",1,173,2,0.2,0,0.7
"2568",1,104,2,1.75,0,0.65
"2569",1,147,0,0.85,0,0.6
"2570",1,155,2,0.05,2,0.95
"2571",1,34,3,1.7,1,0.35
"2572",1,136,0,0.95,3,1.6
"2573",1,150,3,1.4,3,1.85
"2574",1,102,0,0.25,2,1.15
"2575",1,122,4,1.1,2,0.7
"2576",1,109,3,1.2,2,0.6
"2577",1,97,3,1.95,1,0.55
"2578",1,132,3,1.1,1,0.5
"2579",1,134,4,0.7,2,1.95
"2580",1,133,1,0.5,2,0.8
"2581",1,5,1,0.4,1,0.75
"2582",1,139,3,1.4,4,2
"2583",1,64,2,0.3,4,0.5
"2584",1,55,2,0.45,4,1.45
"2585",1,172,2,0.15,1,0.55
"2586",1,64,1,0.9,2,0.65
"2587",1,164,4,0.25,0,0.4
"2588",1,134,1,0.95,0,0.85
"2589",1,168,2,0.4,0,0.2
"2590",1,62,2,0.3,0,0.05
"2591",1,166,2,1.85,1,0.6
"2592",1,103,1,0.05,2,0.9
"2593",1,55,2,0.5,0,0.8
"2594",1,140,4,0.2,1,0.2
"2595",1,129,1,0.5,2,0.45
"2596",1,11,2,1.75,3,2
"2597",1,122,3,1.55,2,0.55
"2598",1,44,0,0.9,2,1.7
"2599",1,56,1,0.45,2,1.35
"2600",1,40,3,1.95,2,1.1
"2601",1,167,0,0.05,0,0.4
"2602",1,151,1,1,4,0.05
"2603",1,193,2,0.85,3,1.25
"2604",1,80,4,1.05,2,1.65
"2605",1,105,1,0.45,3,1.9
"2606",1,148,0,0.4,3,1.75
"2607",1,164,4,1.2,3,1.35
"2608",1,153,0,0.5,4,0.65
"2609",1,35,1,0.15,1,0.85
"2610",1,130,4,1.55,0,0.5
"2611",1,78,3,1.35,4,1.25
"2612",1,188,2,0.1,1,0.05
"2613",1,83,2,0.95,1,0.7
"2614",1,123,1,0.55,1,0.35
"2615",1,163,3,2,4,0.45
"2616",1,93,4,1.65,4,1.9
"2617",1,137,3,1.7,2,1.1
"2618",1,144,2,0.45,0,0.45
"2619",1,163,0,0.25,0,0.3
"2620",1,13,1,0.75,0,0.2
"2621",1,177,2,1.1,3,1.65
"2622",1,158,4,2,2,0.05
"2623",1,137,0,0.9,3,1.05
"2624",1,175,0,0.65,2,1.7
"2625",1,20,2,1,1,0.9
"2626",1,194,2,1.15,0,0.1
"2627",1,60,1,0.85,3,1.25
"2628",1,125,1,0.85,1,0.3
"2629",1,75,3,1.65,3,1.55
"2630",1,119,2,1.95,3,1.9
"2631",1,44,0,0.95,3,2
"2632",1,60,4,0.25,2,1.2
"2633",1,180,2,0.7,0,0.05
"2634",1,117,0,0.5,1,0.1
"2635",1,133,4,0.2,3,1.85
"2636",1,93,0,0.4,2,0.1
"2637",1,18,1,0.05,0,0.95
"2638",1,74,2,0.55,0,0.3
"2639",1,55,3,1.5,4,1.5
"2640",1,4,4,0.9,1,0.3
"2641",1,43,2,0.15,2,1.85
"2642",1,68,1,0.15,1,0.1
"2643",1,180,2,1.8,2,0.15
"2644",1,149,1,0.8,0,0.4
"2645",1,180,4,1.1,4,0.65
"2646",1,141,4,0.95,0,0.7
"2647",1,111,3,1.9,0,0.25
"2648",1,183,0,0.25,1,0.35
"2649",1,78,2,1.15,4,0.4
"2650",1,172,3,1.75,1,1
"2651",1,81,0,0.4,2,1.4
"2652",1,142,1,0.45,0,0.2
"2653",1,82,4,1.6,2,1.4
"2654",1,44,1,0.75,4,1.55
"2655",1,40,1,0.9,3,1.25
"2656",1,157,3,2,1,0.15
"2657",1,47,0,1,0,0.35
"2658",1,169,1,0.05,0,0.4
"2659",1,70,4,0.05,4,1.95
"2660",1,195,0,0.85,4,1.55
"2661",1,52,4,1.1,3,1.1
"2662",1,1,0,0.55,3,1.7
"2663",1,27,3,1.6,4,0.35
"2664",1,124,2,1.65,2,0.3
"2665",1,123,2,0.1,2,1.2
"2666",1,144,4,0.7,3,1.05
"2667",1,51,4,0.7,2,1.1
"2668",1,142,2,1,3,1.8
"2669",1,95,4,0.75,2,0.95
"2670",1,154,1,0.25,2,1.3
"2671",1,38,1,0.85,2,1.15
"2672",1,19,0,0.1,0,0.5
"2673",1,87,2,0.4,4,0.95
"2674",1,2,0,0.4,2,1.8
"2675",1,134,1,0.4,0,0.1
"2676",1,74,0,0.1,3,1.9
"2677",1,175,2,0.85,0,0.2
"2678",1,109,0,0.2,1,0.45
"2679",1,195,0,0.4,0,0.45
"2680",1,68,2,0.85,0,0.05
"2681",1,9,3,1.05,1,0.9
"2682",1,50,2,1.5,4,0.1
"2683",1,95,0,0.8,4,0.35
"2684",1,110,0,1,3,1.15
"2685",1,47,3,1.3,2,0.85
"2686",1,162,3,1.75,2,0.2
"2687",1,197,0,0.85,0,0.05
"2688",1,78,4,0.45,1,0.8
"2689",1,48,4,0.65,4,1.3
"2690",1,108,0,0.15,4,0.7
"2691",1,16,3,1.3,1,0.2
"2692",1,34,0,0.85,0,0.1
"2693",1,1,2,0.4,4,1.8
"2694",1,145,4,0.85,0,0.3
"2695",1,186,2,1.9,4,0.65
"2696",1,12,1,0.2,0,0.4
"2697",1,63,1,0.05,2,1.55
"2698",1,124,1,0.95,3,1.95
"2699",1,114,3,1.65,4,2
"2700",1,84,4,1.2,2,0.95
"2701",1,107,2,0.5,3,1.9
"2702",1,14,1,0.95,2,0.7
"2703",1,125,3,1.95,1,0.4
"2704",1,54,4,0.65,2,1.05
"2705",1,127,2,0.95,0,0.6
"2706",1,53,4,1.65,2,0.7
"2707",1,3,3,1.1,2,0.1
"2708",1,169,1,1,2,1.55
"2709",1,130,1,1,4,0.35
"2710",1,43,2,1.5,3,1.4
"2711",1,142,0,0.45,1,0.9
"2712",1,120,1,0.45,1,0.65
"2713",1,179,1,0.4,2,0.05
"2714",1,114,4,1.7,1,0.75
"2715",1,31,2,0.45,1,0.2
"2716",1,27,2,0.55,2,0.1
"2717",1,122,0,0.85,4,0.75
"2718",1,166,3,1.55,4,0.85
"2719",1,108,0,0.45,2,1.7
"2720",1,166,2,1.15,0,0.9
"2721",1,56,2,0.1,3,1.75
"2722",1,159,3,1.5,3,1.9
"2723",1,168,4,0.5,4,0.9
"2724",1,124,1,0.2,0,0.25
"2725",1,37,4,0.25,4,1.95
"2726",1,24,4,0.5,1,0.2
"2727",1,50,3,1.25,1,0.2
"2728",1,105,1,0.3,1,0.45
"2729",1,191,1,0.15,3,1.45
"2730",1,45,0,0.85,4,0.75
"2731",1,56,4,0.35,1,0.05
"2732",1,23,4,0.3,0,0.4
"2733",1,96,1,0.3,2,1.45
"2734",1,105,1,0.65,4,1.9
"2735",1,109,2,1.6,1,0.1
"2736",1,197,0,0.75,4,0.7
"2737",1,22,1,0.75,4,1.95
"2738",1,168,1,0.25,4,1.55
"2739",1,194,1,0.55,4,0.45
"2740",1,186,2,1.65,4,1.85
"2741",1,167,1,0.15,4,1.2
"2742",1,159,1,0.25,2,0.55
"2743",1,74,3,1.55,1,0.7
"2744",1,113,2,1.65,4,0.25
"2745",1,140,4,1.65,2,1.35
"2746",1,3,1,0.3,3,1.1
"2747",1,25,0,0.55,2,1.9
"2748",1,51,1,0.4,3,1.35
"2749",1,188,2,0.45,4,0.45
"2750",1,98,1,0.95,0,0.8
"2751",1,141,3,1.1,4,0.65
"2752",1,45,0,0.75,3,1.7
"2753",1,148,0,0.6,1,0.7
"2754",1,100,2,1.25,0,0.25
"2755",1,137,4,1.5,0,0.6
"2756",1,14,1,0.4,0,0.95
"2757",1,36,3,1.3,4,0.3
"2758",1,1,0,0.8,1,0.3
"2759",1,146,0,0.75,1,0.55
"2760",1,94,2,0.1,2,0.85
"2761",1,32,1,0.3,4,0.65
"2762",1,38,1,0.75,0,0.4
"2763",1,57,1,0.1,2,1.25
"2764",1,48,0,0.15,4,0.5
"2765",1,26,2,1.4,3,1.9
"2766",1,152,1,0.45,0,0.75
"2767",1,138,1,0.25,2,1.15
"2768",1,187,0,0.8,4,0.55
"2769",1,52,0,0.4,1,0.15
"2770",1,62,0,0.9,3,1.55
"2771",1,57,4,0.15,0,0.45
"2772",1,103,4,0.45,1,0.65
"2773",1,95,3,1.3,2,1.05
"2774",1,23,0,0.65,4,1.55
"2775",1,113,2,0.55,2,1.9
"2776",1,52,3,1.2,3,1.5
"2777",1,39,1,0.3,2,1.85
"2778",1,147,2,1.65,0,0.4
"2779",1,19,3,1.4,4,1.35
"2780",1,39,3,1.35,4,0.3
"2781",1,24,0,0.65,3,1.55
"2782",1,122,4,1.75,4,0.85
"2783",1,161,3,1.4,0,0.05
